Sinuosity_Index,Dist_to_Intersection_m,No_of_Lanes,Speed_Limit_kmh,Has_Zebra_Crossing,Has_Streetlight_Infrastructure,Elevation_Gradient_Pct,Road_Type_secondary,Road_Type_tertiary,Road_Type_trunk,Baseline_Traffic_Volume_Moderate,Topography_Mild Grade,Topography_Steep,Is_Hotspot_Actual,Predicted_Hotspot,Data_Type
1.0049,183.74,2,60,0,0,0.25,True,False,False,True,False,False,1,1,Real
1.0011,238.02,2,60,0,1,1.03,False,False,False,False,False,False,0,0,Real
1.0002,299.96,2,60,1,1,0.7,False,False,False,False,False,False,0,0,Real
1.0074,442.86,2,50,0,0,0.05,True,False,False,True,False,False,0,0,Real
1.0,846.47,2,60,1,0,0.72,True,False,False,True,False,False,1,1,Real
1.0001,1177.09,2,60,0,1,0.15,False,False,True,False,False,False,0,0,Real
1.0013,458.32,2,60,0,1,0.45,False,False,False,False,False,False,1,1,Real
1.009,819.26,2,60,0,1,0.15,False,False,False,False,False,False,0,0,Real
1.0057,7603.69,2,60,0,1,0.6,False,False,True,False,False,False,1,1,Real
1.008,1032.2,2,50,0,1,0.25,True,False,False,True,False,False,0,0,Real
1.0209,1587.84,2,60,1,1,0.45,False,False,False,False,False,False,0,0,Real
1.1022,4062.35,2,40,0,0,0.4,False,True,False,True,False,False,0,0,Real
1.0,99.97,2,70,0,1,0.05,False,False,False,False,False,False,0,0,Real
1.0002,3198.54,2,50,0,0,0.0,False,True,False,True,False,False,0,0,Real
1.0003,3679.23,2,60,1,1,0.7,False,False,True,False,False,False,1,1,Real
1.0365,2152.03,2,40,0,1,0.3,False,True,False,True,False,False,0,0,Real
1.001,31.43,2,50,0,1,0.16,True,False,False,True,False,False,0,0,Real
1.0001,1976.33,2,40,0,1,0.15,False,True,False,True,False,False,0,0,Real
1.0358,823.12,2,60,1,1,0.5,False,False,False,False,False,False,0,0,Real
1.0045,148.52,2,60,0,1,0.2,False,False,False,False,False,False,0,0,Real
1.0,139.2,2,60,0,1,0.2,False,False,False,False,False,False,1,1,Real
1.0032,99.91,2,50,0,0,0.3,False,True,False,True,False,False,0,0,Real
1.0153,1609.6,2,60,1,1,0.65,False,False,False,False,False,False,0,0,Real
1.0017,498.42,2,70,0,1,0.05,False,False,False,False,False,False,1,1,Real
1.001,727.88,2,50,0,1,0.65,True,False,False,True,False,False,0,0,Real
1.0,100.03,2,60,1,1,0.4,False,False,False,False,False,False,1,1,Real
1.0001,603.96,2,50,0,0,0.2,False,True,False,True,False,False,1,1,Real
1.0122,52.25,2,70,1,0,1.28,False,False,False,False,False,False,0,0,Real
1.0,49.92,2,50,0,0,0.79,True,False,False,True,False,False,0,0,Real
1.0239,651.69,2,50,0,1,0.45,True,False,False,True,False,False,0,0,Real
1.0,78.39,2,60,0,1,0.19,False,False,False,False,False,False,0,0,Real
1.0028,1541.95,2,60,1,1,0.5,False,False,True,False,False,False,0,0,Real
1.0086,423.94,2,60,0,1,0.3,False,False,False,False,False,False,0,0,Real
1.0313,548.4,2,50,0,1,0.2,True,False,False,True,False,False,0,0,Real
1.0,39.44,2,50,0,0,0.38,False,True,False,True,False,False,0,0,Real
1.0054,8797.06,2,60,0,1,0.1,False,False,True,False,False,False,0,0,Real
1.0004,314.67,2,50,0,0,1.07,False,True,False,True,False,False,0,0,Real
1.0,3244.63,2,60,1,1,0.4,False,False,True,False,False,False,0,0,Real
1.0266,632.03,2,60,0,1,0.7,False,False,False,False,False,False,0,0,Real
1.0569,459.74,2,50,1,1,0.55,True,False,False,True,False,False,0,0,Real
1.0001,99.94,2,60,0,1,0.7,False,False,False,False,False,False,1,1,Real
1.0035,826.53,2,50,0,0,0.5,True,False,False,True,False,False,0,0,Real
1.0,117.66,2,70,0,1,4.49,False,False,False,False,True,False,0,0,Real
1.0001,604.26,2,50,0,0,0.35,True,False,False,True,False,False,0,0,Real
1.0075,1263.55,2,50,0,0,20.45,False,True,False,True,False,True,0,0,Real
1.1775,2718.88,2,40,0,1,0.65,False,True,False,True,False,False,0,0,Real
1.0003,3171.47,2,50,0,0,3.89,False,True,False,True,True,False,0,0,Real
1.0,247.17,2,70,1,1,1.6,False,False,False,False,False,False,0,0,Real
1.0004,752.92,2,50,1,0,11.3,True,False,False,True,False,True,0,0,Real
1.0002,3301.08,2,50,0,0,0.2,False,True,False,True,False,False,0,0,Real
1.0063,424.02,2,50,0,0,0.05,True,False,False,True,False,False,0,0,Real
1.0003,7482.82,2,60,0,1,0.05,False,False,True,False,False,False,0,0,Real
1.0,100.02,2,70,0,0,0.1,False,False,True,False,False,False,0,0,Real
1.0237,8910.77,2,40,0,1,0.65,False,True,False,True,False,False,0,0,Real
1.0,4443.81,2,70,0,1,0.3,False,False,True,False,False,False,0,0,Real
1.0006,3501.91,2,60,0,1,0.65,False,False,True,False,False,False,0,0,Real
1.0039,306.7,2,50,1,1,0.55,True,False,False,True,False,False,0,0,Real
1.0034,87.39,2,50,0,1,0.0,True,False,False,True,False,False,0,0,Real
1.0719,5946.32,2,50,0,0,0.5,False,True,False,True,False,False,0,0,Real
1.0149,1218.38,2,60,1,1,0.55,False,False,True,False,False,False,0,0,Real
1.0,128.52,2,60,1,1,0.45,False,False,True,False,False,False,0,0,Real
1.004,3059.14,2,70,0,1,0.0,False,False,True,False,False,False,0,0,Real
1.0072,793.78,2,50,0,1,0.1,True,False,False,True,False,False,0,0,Real
1.0,182.87,2,50,0,1,4.52,True,False,False,True,True,False,0,0,Real
1.0172,6290.17,2,70,1,0,0.4,False,False,True,False,False,False,0,0,Real
1.0,53.79,2,60,0,1,0.46,False,False,False,False,False,False,0,0,Real
1.0062,481.59,2,60,0,1,2.89,False,False,True,False,False,False,0,0,Real
1.0087,318.79,2,60,0,1,0.1,False,False,False,False,False,False,0,0,Real
1.3342,83.03,2,60,1,0,0.62,True,False,False,True,False,False,0,0,Real
1.0,7635.76,2,70,0,1,0.3,False,False,True,False,False,False,0,0,Real
1.0,225.16,2,60,0,0,0.15,True,False,False,True,False,False,0,0,Real
1.0036,132.78,2,50,0,1,2.97,True,False,False,True,False,False,0,0,Real
1.0011,622.03,2,70,1,1,0.5,False,False,True,False,False,False,0,0,Real
1.0359,460.02,2,50,1,0,0.65,True,False,False,True,False,False,0,0,Real
1.0001,3309.01,2,50,0,0,0.65,False,True,False,True,False,False,0,0,Real
1.0386,489.48,2,60,0,1,0.55,False,False,True,False,False,False,0,0,Real
1.0004,59.26,2,70,1,1,1.01,False,False,False,False,False,False,0,0,Real
1.0004,61.49,2,60,0,1,0.98,False,False,True,False,False,False,0,0,Real
1.0,203.09,2,70,0,1,0.7,False,False,True,False,False,False,0,0,Real
1.0122,321.7,2,60,1,1,0.45,False,False,True,False,False,False,0,0,Real
1.0022,1503.57,2,60,0,1,0.05,False,False,False,False,False,False,0,0,Real
1.0001,577.24,2,60,0,1,0.1,False,False,False,False,False,False,1,1,Real
1.0,803.91,2,40,0,0,2.57,False,True,False,True,False,False,0,0,Real
1.0015,836.42,2,50,0,0,0.05,True,False,False,True,False,False,0,0,Real
1.461,887.3,2,60,0,0,0.44,True,False,False,True,False,False,0,0,Real
1.0004,1060.52,2,70,0,1,0.5,False,False,True,False,False,False,0,0,Real
1.0,6713.52,2,60,0,1,0.3,False,False,True,False,False,False,0,0,Real
1.0005,45.69,2,60,0,1,0.99,False,False,False,False,False,False,0,0,Real
1.0058,135.72,2,50,0,0,0.33,True,False,False,True,False,False,0,0,Real
1.0,58.49,2,70,0,1,0.34,False,False,True,False,False,False,1,1,Real
1.0191,1084.17,2,70,0,0,0.1,False,False,True,False,False,False,0,0,Real
1.0,5225.33,2,60,0,1,0.05,False,False,True,False,False,False,1,0,Real
1.0,300.87,2,60,0,1,7.74,False,False,False,False,True,False,0,0,Real
1.0013,86.22,2,70,0,0,7.74,False,False,True,False,True,False,0,0,Real
1.0,668.63,2,60,1,1,0.4,False,False,False,False,False,False,0,0,Real
1.0003,1962.37,2,60,1,1,0.65,False,False,True,False,False,False,0,0,Real
1.0,884.3,2,50,0,0,0.65,True,False,False,True,False,False,0,0,Real
1.0,370.72,2,70,0,0,0.5,False,False,False,False,False,False,0,0,Real
1.034,96.89,2,50,1,1,0.55,True,False,False,True,False,False,0,0,Real
1.0002,61.56,2,70,0,0,0.32,False,False,True,False,False,False,0,0,Real
1.0015,99.97,2,60,0,1,0.25,False,False,True,False,False,False,0,0,Real
1.0051,616.33,2,50,0,1,0.35,True,False,False,True,False,False,0,0,Real
1.0077,626.11,2,70,0,0,0.15,False,False,False,False,False,False,0,0,Real
1.0001,278.53,2,70,1,0,0.45,False,False,True,False,False,False,0,0,Real
1.0,3354.87,2,60,0,1,0.39,False,False,True,False,False,False,0,0,Real
1.0,2542.7,2,40,0,1,0.35,False,True,False,True,False,False,0,0,Real
1.0319,757.49,2,50,0,1,0.15,True,False,False,True,False,False,0,0,Real
1.0002,35.23,2,70,0,1,1.13,False,False,True,False,False,False,1,1,Real
1.0001,2862.57,2,60,1,1,0.4,False,False,True,False,False,False,0,0,Real
1.0605,3220.18,2,50,0,0,0.0,False,True,False,True,False,False,0,0,Real
1.0009,1895.77,2,60,0,1,0.35,False,False,True,False,False,False,1,1,Real
1.0001,99.81,2,50,0,0,0.35,False,True,False,True,False,False,0,0,Real
1.0003,997.69,2,50,0,1,0.05,True,False,False,True,False,False,0,0,Real
1.0,691.24,2,60,0,1,0.4,False,False,True,False,False,False,0,0,Real
1.0,495.15,2,40,0,0,0.05,False,True,False,True,False,False,0,0,Real
1.0,2471.23,2,60,0,1,0.3,False,False,True,False,False,False,0,0,Real
1.0127,256.97,2,60,0,1,0.5,False,False,False,False,False,False,0,0,Real
1.0002,218.47,2,60,0,1,0.1,False,False,True,False,False,False,0,0,Real
1.0003,499.99,2,60,1,1,0.65,False,False,True,False,False,False,0,0,Real
1.0,1001.11,2,50,0,0,0.65,True,False,False,True,False,False,0,0,Real
1.0129,8427.67,2,60,0,1,0.35,False,False,True,False,False,False,1,1,Real
1.0016,3349.99,2,40,1,0,0.7,False,True,False,True,False,False,0,0,Real
1.0016,222.87,2,60,1,1,0.45,False,False,True,False,False,False,0,0,Real
1.0,537.88,2,60,0,1,0.61,False,False,True,False,False,False,0,0,Real
1.0002,295.15,2,40,0,0,0.2,False,True,False,True,False,False,0,0,Real
1.023,96.23,2,60,0,1,0.35,False,False,False,False,False,False,0,0,Real
1.0,699.73,2,60,1,1,0.5,False,False,False,False,False,False,1,0,Real
1.0002,6216.87,2,60,0,1,0.15,False,False,True,False,False,False,0,0,Real
1.0056,1409.46,2,60,0,1,0.45,False,False,True,False,False,False,0,0,Real
1.0004,2362.37,2,60,0,1,0.35,False,False,True,False,False,False,0,0,Real
1.0001,99.97,2,60,0,1,0.6,False,False,False,False,False,False,0,0,Real
1.0157,6482.87,2,70,0,1,0.1,False,False,True,False,False,False,0,0,Real
1.0156,240.64,2,40,0,1,0.24,False,True,False,True,False,False,0,0,Real
1.0,229.85,2,50,0,1,2.52,True,False,False,True,False,False,0,0,Real
1.0001,491.57,2,60,1,1,0.4,False,False,True,False,False,False,0,0,Real
1.0064,8899.02,2,50,0,0,1.42,False,True,False,True,False,False,0,0,Real
1.0001,694.87,2,60,1,1,0.6,False,False,False,False,False,False,0,0,Real
1.0124,3457.83,2,50,0,0,0.5,False,True,False,True,False,False,0,0,Real
1.0182,377.33,2,50,0,1,0.3,True,False,False,True,False,False,0,0,Real
1.0002,6283.5,2,70,0,0,0.15,False,False,True,False,False,False,0,0,Real
1.0054,99.75,2,60,0,1,0.45,False,False,False,False,False,False,0,0,Real
1.0023,345.77,2,60,0,1,0.35,False,False,True,False,False,False,0,0,Real
1.009,542.92,2,50,0,1,0.25,True,False,False,True,False,False,0,0,Real
1.0017,747.03,2,50,0,1,0.25,True,False,False,True,False,False,0,0,Real
1.0431,94.71,2,60,0,1,0.75,False,False,True,False,False,False,0,0,Real
1.0134,382.74,2,50,0,0,0.2,False,True,False,True,False,False,0,0,Real
1.0096,1168.26,2,50,0,0,0.1,False,True,False,True,False,False,0,0,Real
1.031,1187.65,2,60,0,1,0.7,False,False,False,False,False,False,0,0,Real
1.006,918.74,2,60,0,1,0.55,False,False,True,False,False,False,1,1,Real
1.0017,5088.3,2,60,0,1,0.1,False,False,True,False,False,False,0,0,Real
1.2679,98.91,2,50,1,1,0.6,True,False,False,True,False,False,0,0,Real
1.0842,84.9,2,50,0,1,1.09,True,False,False,True,False,False,0,0,Real
1.1058,8923.36,2,40,0,1,0.2,False,True,False,True,False,False,0,0,Real
1.0,1512.67,2,60,0,1,0.05,False,False,True,False,False,False,0,0,Real
1.0,1116.02,2,60,0,1,0.1,False,False,True,False,False,False,0,0,Real
1.0,5622.31,2,70,0,1,0.5,False,False,True,False,False,False,0,0,Real
1.0143,3052.2,2,40,0,0,0.15,False,True,False,True,False,False,0,0,Real
1.0033,57.7,2,60,0,1,5.03,False,False,False,False,True,False,0,0,Real
1.0043,307.25,2,50,0,0,0.75,True,False,False,True,False,False,0,0,Real
1.0001,499.95,2,60,1,1,0.5,False,False,False,False,False,False,0,0,Real
1.0014,218.39,2,50,0,0,0.0,True,False,False,True,False,False,0,0,Real
1.0001,100.03,2,60,0,1,0.1,False,False,False,False,False,False,0,0,Real
1.0,108.27,2,60,0,1,0.59,False,False,False,False,False,False,0,0,Real
1.0031,565.03,2,60,0,0,0.35,True,False,False,True,False,False,0,0,Real
1.0015,94.17,2,60,1,1,3.23,False,False,False,False,True,False,0,0,Real
1.0001,7015.34,2,60,0,1,0.35,False,False,True,False,False,False,0,0,Real
1.0003,293.4,2,60,0,1,0.3,False,False,True,False,False,False,0,0,Real
1.0,3315.17,2,40,0,1,0.55,False,True,False,True,False,False,0,0,Real
1.0,30.79,2,50,0,1,1.32,True,False,False,True,False,False,0,0,Real
1.0002,94.02,2,70,1,0,0.58,False,False,True,False,False,False,0,0,Real
1.0016,119.53,2,60,0,1,0.65,False,False,False,False,False,False,0,0,Real
1.0003,576.14,2,50,0,1,0.5,True,False,False,True,False,False,0,0,Real
1.0001,970.33,2,60,0,1,0.6,False,False,True,False,False,False,0,0,Real
1.0002,35.25,2,60,1,1,1.42,False,False,False,False,False,False,1,1,Real
1.0,62.99,2,50,0,1,0.4,True,False,False,True,False,False,0,0,Real
1.0028,381.04,2,50,0,1,0.65,True,False,False,True,False,False,0,0,Real
1.0,248.65,2,50,1,1,1.22,True,False,False,True,False,False,0,0,Real
1.0085,2868.42,2,50,0,0,0.5,False,True,False,True,False,False,0,0,Real
1.0,3185.46,2,40,0,1,0.66,False,True,False,True,False,False,0,0,Real
1.0399,645.27,2,50,0,0,0.55,True,False,False,True,False,False,0,0,Real
1.0003,274.34,2,50,0,1,0.35,True,False,False,True,False,False,0,0,Real
1.0,997.42,2,70,0,1,5.33,False,False,True,False,True,False,0,0,Real
1.0172,99.17,2,50,1,0,0.65,True,False,False,True,False,False,0,0,Real
1.0,5423.7,2,70,0,0,0.55,False,False,True,False,False,False,0,0,Real
1.0034,57.56,2,50,0,1,0.43,True,False,False,True,False,False,0,0,Real
1.0182,99.41,2,60,0,1,0.65,False,False,True,False,False,False,0,0,Real
1.0385,127.89,2,50,0,0,0.0,False,True,False,True,False,False,0,0,Real
1.0043,247.75,2,60,1,1,0.75,False,False,False,False,False,False,0,0,Real
1.0006,378.68,2,60,0,1,0.05,False,False,False,False,False,False,0,0,Real
1.0003,7517.36,2,60,0,1,0.45,False,False,True,False,False,False,0,0,Real
1.0066,954.6,2,60,0,1,0.15,False,False,True,False,False,False,0,0,Real
1.0008,445.18,2,60,0,1,0.9,False,False,False,False,False,False,0,0,Real
1.0121,462.98,2,50,1,1,0.55,True,False,False,True,False,False,0,0,Real
1.0274,380.69,2,60,1,0,0.65,True,False,False,True,False,False,0,0,Real
1.011,1633.19,2,40,0,0,0.15,False,True,False,True,False,False,0,0,Real
1.0137,296.85,2,70,1,1,0.7,False,False,False,False,False,False,0,0,Real
1.0111,99.52,2,60,1,1,0.55,False,False,False,False,False,False,0,0,Real
1.0,7543.3,2,70,0,0,0.25,False,False,True,False,False,False,0,0,Real
1.0005,224.84,2,70,0,1,0.55,False,False,True,False,False,False,0,0,Real
1.0017,1756.54,2,60,0,1,0.3,False,False,False,False,False,False,0,0,Real
1.0177,1408.15,2,60,1,1,0.5,False,False,False,False,False,False,0,0,Real
1.0262,559.91,2,50,0,1,0.3,True,False,False,True,False,False,0,0,Real
1.0251,404.55,2,50,0,0,0.4,True,False,False,True,False,False,0,0,Real
1.0584,8984.27,2,50,0,0,0.6,False,True,False,True,False,False,0,0,Real
1.0003,189.52,2,70,0,0,0.65,False,False,True,False,False,False,0,0,Real
1.0001,1133.96,2,50,0,1,0.2,True,False,False,True,False,False,0,0,Real
1.0033,267.92,2,60,0,1,0.25,False,False,False,False,False,False,0,0,Real
1.001,987.25,2,50,0,0,0.1,False,True,False,True,False,False,0,0,Real
1.0206,98.61,2,60,1,1,0.5,False,False,True,False,False,False,0,0,Real
1.0588,796.82,2,60,0,0,0.1,True,False,False,True,False,False,0,0,Real
1.0003,838.45,2,60,0,0,0.45,True,False,False,True,False,False,0,0,Real
1.0001,5684.65,2,60,0,1,0.65,False,False,True,False,False,False,0,0,Real
1.0005,499.77,2,60,0,1,0.3,False,False,False,False,False,False,1,1,Real
1.1152,9104.39,2,40,0,1,0.7,False,True,False,True,False,False,0,0,Real
1.0003,4073.11,2,60,0,1,0.1,False,False,True,False,False,False,1,1,Real
1.005,513.95,2,40,0,1,0.15,False,True,False,True,False,False,0,0,Real
1.001,349.63,2,50,0,1,0.1,True,False,False,True,False,False,0,0,Real
1.0016,117.96,2,50,0,0,0.05,True,False,False,True,False,False,0,0,Real
1.0005,4638.83,2,50,0,0,0.35,False,True,False,True,False,False,0,0,Real
1.3437,439.02,2,50,0,1,0.4,True,False,False,True,False,False,0,0,Real
1.0008,303.34,2,50,0,0,0.47,True,False,False,True,False,False,0,0,Real
1.0004,95.58,2,60,1,1,0.73,False,False,False,False,False,False,0,0,Real
1.0004,7437.88,2,60,0,1,0.3,False,False,True,False,False,False,0,0,Real
1.031,93.59,2,60,0,0,0.6,True,False,False,True,False,False,0,0,Real
1.0002,5286.23,2,70,1,1,0.6,False,False,True,False,False,False,0,0,Real
1.008,4442.75,2,50,0,0,0.0,False,True,False,True,False,False,0,0,Real
1.0034,1707.57,2,60,0,1,0.55,False,False,True,False,False,False,1,1,Real
1.0194,121.17,2,70,0,1,0.6,False,False,False,False,False,False,0,0,Real
1.0002,6673.09,2,60,0,1,0.75,False,False,True,False,False,False,0,0,Real
1.0002,53.86,2,50,0,1,0.46,True,False,False,True,False,False,0,0,Real
1.0125,5821.08,2,60,0,1,0.25,False,False,True,False,False,False,0,0,Real
1.0147,796.81,2,60,0,0,0.35,True,False,False,True,False,False,0,0,Real
1.0005,3323.02,2,40,0,0,0.6,False,True,False,True,False,False,0,0,Real
1.0,3315.61,2,50,0,0,18.93,False,True,False,True,False,True,0,0,Real
1.0053,96.96,2,60,0,1,1.61,False,False,True,False,False,False,0,0,Real
356000.0,773.82,2,50,0,1,1.4,True,False,False,True,False,False,0,0,Real
1.0617,92.01,2,70,1,1,0.73,False,False,True,False,False,False,0,0,Real
456200.0,104.8,2,60,1,1,1.75,False,False,False,False,False,False,0,0,Real
1.0005,266.95,2,50,0,1,0.5,True,False,False,True,False,False,0,0,Real
1.0,34.94,2,60,0,0,0.14,True,False,False,True,False,False,0,0,Real
1.0187,546.21,2,60,1,1,0.4,False,False,True,False,False,False,0,0,Real
1.0005,70.47,2,70,0,0,0.99,False,False,False,False,False,False,0,0,Real
1.0016,1815.43,2,50,0,0,0.4,False,True,False,True,False,False,0,0,Real
1.0001,4721.65,2,60,0,1,0.65,False,False,True,False,False,False,0,0,Real
1.0,43.64,2,60,0,1,4.47,False,False,False,False,True,False,0,0,Real
1.0043,600.88,2,70,1,0,0.5,False,False,True,False,False,False,1,1,Real
1.0,2085.98,2,60,0,1,0.45,False,False,True,False,False,False,0,0,Real
1.0004,1533.7,2,60,0,1,0.45,False,False,True,False,False,False,0,0,Real
1.0052,123.53,2,60,1,1,0.65,False,False,False,False,False,False,1,1,Real
1.0085,3417.86,2,50,0,0,0.7,False,True,False,True,False,False,0,0,Real
1.0,886.19,2,60,0,1,0.05,False,False,True,False,False,False,0,0,Real
1.0558,212.01,2,60,1,1,0.7,False,False,False,False,False,False,0,0,Real
1.0066,41.89,2,60,0,0,0.47,True,False,False,True,False,False,0,0,Real
1.0082,317.07,2,60,1,1,0.4,False,False,False,False,False,False,1,1,Real
1.0002,162.25,2,50,0,0,0.5,True,False,False,True,False,False,0,0,Real
1.0,6425.29,2,60,1,1,0.55,False,False,True,False,False,False,0,0,Real
1.01,98.62,2,50,0,1,0.2,True,False,False,True,False,False,0,0,Real
1.3287,284.63,2,60,0,0,0.15,True,False,False,True,False,False,0,0,Real
1.0,242.12,2,50,1,0,0.75,True,False,False,True,False,False,0,0,Real
1.0001,6863.18,2,70,0,1,0.25,False,False,True,False,False,False,0,0,Real
1.0001,3964.01,2,70,1,1,0.5,False,False,True,False,False,False,0,0,Real
1.0044,755.95,2,70,0,1,0.2,False,False,True,False,False,False,1,1,Real
1.0006,275.12,2,50,0,1,0.45,True,False,False,True,False,False,0,0,Real
1.0004,699.88,2,60,0,1,0.35,False,False,False,False,False,False,0,0,Real
1.0,286.27,2,60,0,1,0.75,False,False,False,False,False,False,0,0,Real
1.0005,111.48,2,60,1,1,0.7,False,False,False,False,False,False,0,0,Real
1.0,840.52,2,40,1,0,0.7,False,True,False,True,False,False,0,0,Real
1.0,201.12,2,50,0,1,0.8,True,False,False,True,False,False,0,0,Real
1.0016,32.01,2,50,0,0,0.16,False,True,False,True,False,False,0,0,Real
1.247,815.64,2,40,0,0,0.6,False,True,False,True,False,False,0,0,Real
1.0,495.95,2,60,0,0,0.0,True,False,False,True,False,False,0,0,Real
1.0037,479.94,2,60,0,1,0.26,False,False,False,False,False,False,1,1,Real
1.0,100.03,2,50,0,1,0.2,True,False,False,True,False,False,0,0,Real
1.0,543.84,2,60,1,1,0.55,False,False,False,False,False,False,0,0,Real
1.0432,775.39,2,50,0,1,0.3,True,False,False,True,False,False,0,0,Real
1.0004,39.76,2,70,0,1,0.88,False,False,False,False,False,False,0,0,Real
1.0109,58.39,2,60,0,1,0.56,False,False,True,False,False,False,0,0,Real
1.0011,39.15,2,60,1,1,3.22,False,False,True,False,True,False,0,0,Real
1.0009,137.12,2,70,0,0,1.2,False,False,False,False,False,False,0,0,Real
1.0,819.87,2,60,0,1,0.55,False,False,True,False,False,False,0,0,Real
1.0068,3369.87,2,40,0,1,0.15,False,True,False,True,False,False,0,0,Real
1.0001,257.23,2,50,0,1,0.52,True,False,False,True,False,False,0,0,Real
1.0,438.46,2,60,0,0,10.87,True,False,False,True,False,True,0,0,Real
1.0003,499.6,2,60,1,1,0.6,False,False,True,False,False,False,0,0,Real
1.0005,100.03,2,60,0,1,0.05,False,False,False,False,False,False,0,0,Real
1.2355,465.85,2,60,0,0,0.25,True,False,False,True,False,False,0,0,Real
1.0525,1755.14,2,60,0,1,0.6,False,False,False,False,False,False,0,0,Real
1.0012,97.41,2,50,0,1,0.15,True,False,False,True,False,False,0,0,Real
1.0003,3927.06,2,70,0,1,0.3,False,False,True,False,False,False,0,0,Real
1.0,76.09,2,70,0,0,4.46,False,False,True,False,True,False,0,0,Real
1.0,4890.99,2,60,0,1,0.55,False,False,True,False,False,False,0,0,Real
1.0,133.08,2,60,0,0,3.8,True,False,False,True,True,False,0,0,Real
1.0,394.48,2,50,0,1,12.12,True,False,False,True,False,True,0,0,Real
1.0865,613.17,2,60,0,0,0.65,True,False,False,True,False,False,0,0,Real
1.007,598.57,2,50,0,0,0.25,False,True,False,True,False,False,0,0,Real
1.0,1228.12,2,40,0,0,0.5,False,True,False,True,False,False,0,0,Real
1.0003,170.73,2,60,1,1,0.55,False,False,False,False,False,False,0,0,Real
1.0694,265.16,2,50,0,0,0.4,False,True,False,True,False,False,0,0,Real
1.0091,1348.66,2,60,0,1,0.75,False,False,True,False,False,False,0,0,Real
1.0002,1131.18,2,60,0,1,0.55,False,False,True,False,False,False,0,0,Real
1.1398,285.37,2,60,0,1,0.55,False,False,False,False,False,False,0,0,Real
1.0,4492.52,2,60,0,1,0.05,False,False,True,False,False,False,0,0,Real
1.0025,9026.31,2,50,0,0,0.65,False,True,False,True,False,False,0,0,Real
1.0,44.79,2,70,0,1,1.23,False,False,True,False,False,False,0,0,Real
